AGE,ACCESSIBILITY,EDUCATION_LEVEL,EMPLOYMENT,GENDER,MENTAL_HEALTH,MAIN_BRANCH,YEARS_CODE,YEARS_CODE_PRO,COMPUTER_SKILLS,EMPLOYED
<35,No,Undergraduate,1,Man,0,Dev,5,5,9,0
<35,No,Undergraduate,1,Man,0,NotDev,5,4,24,1
<35,No,NoHigherEd,1,Man,0,Dev,10,4,11,0
>35,No,Undergraduate,1,Man,0,Dev,21,13,22,1
<35,No,Other,1,Man,0,Dev,1,1,4,0
<35,No,Master,0,Man,0,Dev,3,1,11,1
<35,Yes,Undergraduate,1,NonBinary,1,Dev,6,2,14,1
<35,Yes,Other,1,Man,1,Dev,7,0,8,0
<35,No,Master,1,Man,0,Dev,22,5,7,0
>35,No,Undergraduate,0,Man,0,Dev,30,22,12,0
<35,No,Undergraduate,1,Man,0,Dev,15,9,13,0
<35,No,Master,1,Woman,1,Dev,7,5,9,0
>35,No,Other,1,Man,0,Dev,41,33,15,1
<35,No,Other,0,Man,0,Dev,15,10,8,0
<35,No,Master,1,Man,0,Dev,7,3,3,0
<35,No,Other,1,Man,0,Dev,6,8,22,1
>35,No,Undergraduate,1,Man,0,NotDev,25,21,7,0
>35,No,Master,0,Man,0,NotDev,50,50,2,0
>35,No,Master,1,Man,0,Dev,22,16,10,0
>35,No,Undergraduate,1,Man,0,Dev,32,25,11,1
<35,No,Master,1,Man,0,Dev,12,8,13,0
<35,No,Undergraduate,1,Man,0,Dev,4,2,11,1
>35,No,Undergraduate,0,Man,0,Dev,25,25,16,1
<35,No,Undergraduate,1,Man,0,Dev,15,6,17,1
>35,No,PhD,1,Man,0,Dev,20,3,17,1
>35,No,Undergraduate,1,Man,1,Dev,29,19,16,1
>35,No,Master,1,Man,0,Dev,31,25,13,1
<35,No,Master,1,Man,0,Dev,10,8,14,1
<35,No,Other,1,Man,0,Dev,2,0,9,0
>35,No,Undergraduate,1,Man,0,Dev,26,23,10,1
>35,No,Undergraduate,1,Man,0,Dev,43,38,4,0
>35,No,Other,1,Man,0,Dev,7,5,16,1
<35,No,Undergraduate,1,Man,0,Dev,16,9,13,1
<35,No,Undergraduate,1,Man,0,Dev,3,2,8,0
>35,No,Undergraduate,0,Man,0,Dev,25,20,20,1
<35,No,Undergraduate,1,Man,1,Dev,7,2,12,0
<35,No,Undergraduate,1,Man,1,Dev,8,5,19,1
<35,No,Other,1,Man,0,Dev,5,2,3,0
<35,No,Undergraduate,1,Man,0,Dev,5,1,10,0
<35,No,Undergraduate,1,Man,0,Dev,15,4,30,1
<35,No,Undergraduate,1,Man,0,Dev,5,3,16,1
<35,No,Undergraduate,1,Man,0,Dev,3,3,9,0
<35,No,Master,1,Man,0,Dev,12,4,12,1
>35,No,Undergraduate,1,Man,0,Dev,20,16,8,0
<35,No,Undergraduate,1,Man,0,NotDev,5,2,7,0
>35,No,Undergraduate,1,Man,0,Dev,20,17,21,1
<35,No,Other,1,Man,0,Dev,10,3,16,1
<35,No,NoHigherEd,0,Woman,1,Dev,14,6,17,1
<35,No,Other,1,Man,1,Dev,10,1,8,0
<35,No,Other,1,Man,1,Dev,17,11,4,0
<35,No,Master,1,Man,0,Dev,12,3,3,0
>35,No,Master,1,Man,0,Dev,27,22,12,1
>35,No,Undergraduate,1,Man,1,Dev,30,25,10,0
>35,No,PhD,1,Man,0,NotDev,20,12,1,0
<35,No,Master,1,Man,0,Dev,3,3,5,0
<35,No,NoHigherEd,1,Man,0,Dev,5,1,14,1
<35,Yes,Undergraduate,1,Man,0,Dev,12,9,21,1
<35,No,Other,1,Man,0,Dev,7,6,10,0
<35,No,Undergraduate,1,Man,1,Dev,5,2,19,1
<35,No,Other,1,Man,0,Dev,15,12,12,1
>35,No,Master,1,Man,1,Dev,30,22,15,1
>35,No,NoHigherEd,1,Man,0,Dev,21,21,11,1
<35,No,Master,1,Man,0,Dev,5,2,6,0
<35,No,Undergraduate,1,Man,1,Dev,14,4,11,0
>35,No,Master,1,Man,0,Dev,16,10,9,0
<35,No,Other,1,Man,1,Dev,10,4,16,1
<35,No,Master,0,Man,0,Dev,9,6,10,0
<35,No,Master,1,Woman,0,Dev,14,7,5,0
<35,No,Undergraduate,1,Man,0,Dev,6,4,13,0
<35,No,Master,1,Man,0,Dev,8,5,7,1
<35,No,NoHigherEd,0,Man,0,NotDev,5,1,13,1
>35,No,Undergraduate,1,Man,0,Dev,6,6,27,1
>35,No,Other,1,Woman,0,Dev,10,10,10,0
<35,No,Undergraduate,1,Woman,1,Dev,7,3,8,0
>35,No,Undergraduate,0,Man,0,Dev,38,25,5,0
>35,No,Other,1,Man,0,Dev,27,25,10,1
<35,No,Master,1,NonBinary,1,Dev,10,5,5,1
>35,No,Undergraduate,0,Man,0,Dev,38,32,10,0
>35,No,Master,1,Man,0,Dev,25,17,10,0
<35,No,Undergraduate,1,Man,1,Dev,9,3,14,0
>35,No,Undergraduate,1,Man,1,Dev,27,18,10,1
<35,No,PhD,1,Man,0,NotDev,14,10,7,0
<35,No,Undergraduate,1,NonBinary,1,Dev,7,6,8,0
>35,No,Undergraduate,1,Woman,1,Dev,19,16,8,1
<35,No,Undergraduate,1,Man,0,Dev,14,6,20,1
<35,No,Undergraduate,1,Man,0,Dev,4,5,19,1
<35,No,Other,1,Man,0,Dev,12,12,11,1
<35,No,Undergraduate,1,Man,0,Dev,12,6,7,0
>35,No,Other,1,Man,0,NotDev,3,3,2,0
>35,No,Undergraduate,1,Man,0,Dev,36,32,5,0
<35,No,Undergraduate,1,Man,0,Dev,5,1,11,0
<35,No,Master,1,Man,0,Dev,16,13,14,1
<35,No,Undergraduate,1,Man,0,Dev,7,3,16,0
<35,No,Undergraduate,1,Man,0,Dev,12,10,21,1
<35,No,Master,1,Man,0,Dev,10,3,3,0
<35,No,Master,1,Man,0,Dev,13,9,17,1
<35,No,Undergraduate,1,Man,0,Dev,12,7,18,1
<35,No,Undergraduate,1,Man,0,Dev,5,3,13,0
<35,No,Undergraduate,1,Woman,0,Dev,2,0,22,1
<35,No,NoHigherEd,1,Man,0,Dev,8,8,8,1
<35,No,Other,1,Man,1,NotDev,9,6,6,0
<35,No,Undergraduate,1,Man,0,Dev,6,4,11,1
>35,No,Master,1,Man,0,Dev,20,18,9,0
<35,No,Undergraduate,1,Man,0,Dev,14,7,14,1
<35,No,Undergraduate,1,Man,0,NotDev,7,3,6,0
>35,No,Undergraduate,0,Man,0,Dev,28,16,7,0
<35,No,Master,1,Man,0,Dev,15,8,19,1
<35,No,Undergraduate,1,Man,0,Dev,13,7,32,1
<35,No,Other,1,Man,1,Dev,9,3,5,0
<35,No,Undergraduate,0,Man,0,Dev,4,3,10,0
<35,No,Undergraduate,1,Woman,0,Dev,4,4,19,1
<35,No,Undergraduate,1,Man,0,Dev,4,1,10,0
>35,No,Master,1,Man,1,Dev,23,5,23,1
<35,No,Undergraduate,1,Woman,1,Dev,3,2,18,1
>35,No,Master,0,Man,0,Dev,21,15,30,1
<35,No,Master,1,Man,0,Dev,3,2,10,0
<35,No,Undergraduate,1,Man,1,NotDev,5,4,19,1
<35,No,NoHigherEd,1,Man,0,Dev,9,8,30,1
<35,No,Other,1,Man,0,Dev,6,3,26,1
<35,No,Undergraduate,1,Man,0,Dev,10,4,9,1
<35,No,Undergraduate,1,Man,1,Dev,4,1,13,0
<35,No,Undergraduate,0,Man,1,Dev,3,0,28,1
<35,No,Other,1,NonBinary,0,Dev,7,4,24,1
<35,No,Master,1,Man,0,NotDev,4,2,8,0
<35,No,Master,0,Man,0,Dev,4,3,18,1
<35,No,Undergraduate,1,Man,0,Dev,16,8,28,1
<35,No,Undergraduate,1,Man,0,Dev,7,4,6,0
<35,No,Undergraduate,1,Man,0,Dev,8,3,15,0
<35,No,Undergraduate,1,Man,0,Dev,14,8,18,1
>35,No,Other,1,Man,0,Dev,25,20,10,1
>35,No,Other,1,Man,0,Dev,21,8,6,0
>35,No,Master,1,Man,0,Dev,22,16,7,0
<35,No,Other,1,Man,0,Dev,9,6,7,0
<35,Yes,Other,1,Man,1,Dev,3,2,6,1
>35,No,Master,1,Man,0,Dev,20,14,6,0
>35,No,PhD,1,Woman,0,Dev,19,12,9,0
<35,No,Master,1,Man,0,Dev,10,4,5,0
<35,No,Master,1,Man,0,Dev,9,8,12,0
<35,No,Undergraduate,1,Man,0,NotDev,15,10,12,1
<35,No,Master,1,Woman,0,Dev,10,4,9,0
<35,No,Other,1,Man,0,Dev,6,6,35,1
<35,No,Undergraduate,0,Man,0,Dev,7,7,13,0
<35,No,Undergraduate,1,Man,0,Dev,6,0,12,0
>35,No,Undergraduate,1,Man,0,Dev,22,20,13,1
<35,No,Master,1,NonBinary,0,NotDev,18,14,15,0
<35,No,NoHigherEd,1,Man,0,Dev,12,10,17,1
<35,No,Master,0,Man,1,Dev,11,8,17,1
<35,No,Other,1,Man,0,Dev,11,8,8,0
<35,No,Master,1,Man,0,Dev,5,3,9,0
>35,No,Master,1,Man,0,Dev,25,20,23,1
<35,No,Undergraduate,1,Man,0,Dev,4,2,8,0
<35,No,Other,1,Man,0,Dev,9,5,18,1
<35,No,Undergraduate,1,Man,1,Dev,6,0,12,0
>35,No,Undergraduate,1,Man,0,Dev,30,28,5,0
>35,No,Master,1,Woman,0,Dev,20,16,7,1
>35,No,PhD,1,Man,0,Dev,38,31,8,0
>35,No,Undergraduate,1,Man,0,Dev,34,34,18,0
>35,No,Undergraduate,1,Man,0,Dev,20,15,9,1
>35,Yes,Other,1,Man,0,NotDev,12,2,0,0
<35,No,Other,1,Man,0,Dev,4,2,18,1
>35,No,Undergraduate,1,Man,0,Dev,22,18,15,1
<35,No,Undergraduate,1,Man,0,Dev,0,0,6,0
<35,No,Undergraduate,1,Man,0,Dev,7,4,17,1
<35,No,Undergraduate,1,Man,0,Dev,7,5,6,0
>35,No,NoHigherEd,1,Man,0,Dev,20,13,21,1
>35,No,Undergraduate,1,Man,0,Dev,38,32,5,0
>35,No,Undergraduate,0,Man,0,NotDev,38,25,7,0
>35,No,Undergraduate,1,Man,0,NotDev,15,14,6,0
<35,No,Undergraduate,1,Man,0,NotDev,4,2,7,0
<35,No,Undergraduate,1,Man,0,Dev,9,5,5,0
>35,No,Undergraduate,1,Man,0,Dev,20,14,15,1
<35,No,NoHigherEd,1,Man,1,Dev,6,5,15,1
>35,No,Master,1,Man,0,Dev,34,26,4,0
<35,No,Other,1,Man,0,Dev,12,11,18,1
>35,No,Other,1,Man,1,Dev,21,7,11,0
<35,No,Other,1,Man,1,Dev,7,5,3,0
>35,No,Other,1,Man,1,Dev,33,23,6,0
<35,No,Undergraduate,1,Man,0,NotDev,10,10,18,1
>35,No,Undergraduate,1,Man,1,Dev,6,6,7,0
<35,No,Master,1,Man,0,Dev,10,6,28,0
<35,No,NoHigherEd,1,Man,0,Dev,6,2,21,1
>35,No,Other,1,Man,1,Dev,24,18,2,0
<35,No,Undergraduate,1,Man,0,Dev,9,6,8,0
>35,No,Undergraduate,1,Man,0,Dev,21,16,14,1
<35,No,Undergraduate,1,Man,0,Dev,9,4,18,1
<35,No,Master,0,Man,0,Dev,5,5,18,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,12,1
>35,No,Undergraduate,1,Man,0,Dev,35,24,7,0
>35,No,Undergraduate,0,Man,0,Dev,46,36,4,0
<35,No,Other,1,Man,1,Dev,6,4,16,1
<35,No,Undergraduate,1,Man,0,Dev,10,8,25,0
<35,No,Master,1,Man,0,Dev,8,2,11,1
<35,No,Undergraduate,1,Man,0,Dev,14,4,5,0
<35,No,Undergraduate,1,Man,0,Dev,12,1,18,1
>35,No,Undergraduate,1,Man,0,Dev,15,14,7,0
<35,No,Other,1,Man,0,Dev,3,2,18,1
>35,No,Undergraduate,1,Man,0,Dev,20,13,14,1
<35,No,Undergraduate,1,Man,0,Dev,4,2,8,0
>35,No,Other,1,Man,1,Dev,40,38,19,1
<35,No,Undergraduate,0,Man,0,Dev,9,1,16,1
<35,No,Undergraduate,1,Man,0,Dev,13,5,16,1
<35,No,Other,1,Man,0,Dev,5,2,11,1
<35,No,Undergraduate,1,Man,0,Dev,13,11,9,0
>35,No,Master,1,Man,0,Dev,15,10,18,1
<35,No,Undergraduate,1,Woman,0,Dev,5,0,15,0
<35,Yes,NoHigherEd,1,Woman,1,NotDev,3,2,8,0
<35,No,Undergraduate,1,Man,0,Dev,13,6,15,1
<35,No,Other,1,Man,0,Dev,7,4,4,0
>35,No,Undergraduate,0,Man,0,Dev,30,30,11,0
>35,No,Master,0,Man,0,Dev,41,31,10,0
<35,Yes,Undergraduate,1,Man,1,Dev,3,0,12,1
>35,No,Other,1,Man,0,NotDev,25,18,9,1
>35,No,Undergraduate,1,Man,1,Dev,30,20,12,0
<35,No,Other,1,Man,0,Dev,5,4,18,1
>35,No,Other,1,Man,1,Dev,21,15,11,0
<35,No,Undergraduate,1,Man,1,Dev,7,7,21,1
>35,No,Undergraduate,1,Man,0,Dev,24,24,18,1
<35,No,Other,0,Man,0,Dev,15,10,22,1
<35,No,Other,1,Woman,0,Dev,7,2,11,0
>35,No,Master,1,Man,1,Dev,40,22,13,1
<35,No,Undergraduate,1,Man,0,NotDev,4,1,15,0
>35,No,Other,1,Man,1,Dev,33,30,11,1
>35,No,Master,1,Man,0,Dev,6,5,24,1
>35,Yes,Undergraduate,1,NonBinary,0,Dev,32,32,11,0
<35,No,Undergraduate,1,Man,0,Dev,12,8,10,1
>35,No,Undergraduate,1,Man,0,Dev,5,7,17,1
<35,No,Undergraduate,1,Man,0,Dev,6,2,9,1
<35,No,Undergraduate,0,Man,0,Dev,10,5,8,0
<35,No,Undergraduate,1,Man,0,NotDev,4,4,8,0
<35,No,Master,0,Man,0,Dev,13,5,9,0
>35,No,Undergraduate,0,Man,1,Dev,27,23,26,1
<35,No,Undergraduate,1,Man,0,Dev,13,10,16,1
<35,No,Undergraduate,1,Man,0,Dev,17,7,22,1
>35,Yes,Master,1,Man,1,Dev,33,24,16,1
>35,No,NoHigherEd,1,Man,1,Dev,22,21,20,0
<35,No,Undergraduate,1,Man,1,Dev,15,3,14,1
<35,No,Undergraduate,1,Man,0,Dev,10,5,16,0
<35,No,Master,1,Man,0,Dev,13,8,17,1
<35,No,Master,0,Man,0,Dev,15,10,17,1
<35,No,Master,1,Man,0,Dev,9,5,18,1
<35,No,Other,1,Man,0,Dev,17,10,13,1
<35,No,Other,1,Man,0,Dev,11,3,6,0
<35,No,Master,1,Man,1,Dev,5,4,19,1
>35,No,Undergraduate,1,Man,0,Dev,16,14,5,0
<35,No,Undergraduate,1,Man,0,Dev,10,3,13,0
>35,No,Other,1,Man,0,Dev,13,11,9,0
>35,No,Undergraduate,1,Man,1,Dev,10,7,15,1
>35,No,PhD,1,Man,0,Dev,35,18,4,0
<35,No,Master,1,Man,1,Dev,1,0,8,0
<35,No,Master,1,Man,0,Dev,10,4,5,0
>35,No,Other,1,Man,0,Dev,37,25,11,1
>35,No,Undergraduate,1,Man,1,Dev,9,8,7,0
>35,No,Master,1,Man,0,Dev,9,5,5,0
>35,Yes,Master,1,Man,1,Dev,33,28,15,1
<35,No,Undergraduate,1,Man,1,Dev,6,3,2,0
>35,No,Undergraduate,0,Man,1,Dev,22,16,16,1
<35,No,Master,1,Man,0,NotDev,13,7,15,1
<35,No,Other,1,Man,0,Dev,14,3,3,0
>35,No,Other,1,Man,0,Dev,42,22,26,1
<35,No,Other,1,Man,1,NotDev,9,0,9,0
<35,No,Undergraduate,1,Man,0,Dev,12,5,10,0
<35,No,Master,1,Man,0,Dev,22,8,4,0
<35,No,Undergraduate,1,Man,1,Dev,11,8,4,0
>35,No,NoHigherEd,1,Man,0,Dev,18,12,6,0
<35,No,PhD,1,Man,0,NotDev,11,7,8,0
>35,No,Other,1,Man,0,Dev,10,9,7,0
<35,No,Undergraduate,1,Man,0,Dev,7,4,7,0
>35,No,Other,1,Man,0,Dev,43,35,4,0
<35,No,Undergraduate,1,Man,0,Dev,17,15,8,0
<35,No,Master,1,NonBinary,0,Dev,15,4,19,0
<35,No,Master,0,Man,0,Dev,4,0,25,1
>35,Yes,NoHigherEd,0,Man,0,Dev,8,8,23,1
<35,No,Master,1,Man,1,Dev,20,7,5,0
<35,No,Master,1,Man,0,Dev,13,6,13,0
<35,No,Other,1,Man,0,Dev,5,5,18,1
<35,No,Master,1,Man,0,Dev,8,1,11,0
<35,No,Undergraduate,1,Man,1,NotDev,2,1,3,0
<35,No,Undergraduate,1,Man,0,NotDev,5,2,7,0
<35,No,NoHigherEd,1,Man,0,Dev,9,3,8,0
>35,No,NoHigherEd,1,Man,0,NotDev,30,3,13,0
>35,No,Master,1,Man,0,Dev,32,26,11,1
>35,No,Other,1,Man,0,NotDev,12,10,10,0
<35,No,Undergraduate,1,Man,1,NotDev,7,5,5,0
>35,No,Undergraduate,1,Woman,1,Dev,26,21,1,0
<35,No,Other,1,Man,1,Dev,10,3,17,1
>35,No,PhD,1,Man,0,Dev,13,6,10,0
<35,No,Other,1,Man,0,Dev,11,2,11,0
<35,No,Undergraduate,1,Man,0,Dev,4,0,11,0
<35,No,Undergraduate,1,NonBinary,0,Dev,10,4,23,1
>35,No,NoHigherEd,0,Man,0,Dev,20,15,25,1
<35,No,Master,1,Man,0,Dev,18,10,40,1
>35,No,Other,1,Man,0,Dev,21,12,9,1
<35,No,Undergraduate,1,Man,1,Dev,4,1,11,0
<35,No,Other,1,Man,0,Dev,5,4,11,0
<35,No,Undergraduate,1,Man,0,Dev,2,1,11,1
>35,No,Other,0,Man,0,Dev,30,13,10,0
<35,No,Master,1,Man,0,Dev,8,5,13,1
<35,No,Undergraduate,1,Man,0,Dev,9,7,9,0
<35,No,Other,0,Man,0,Dev,12,15,13,1
<35,No,PhD,1,Man,1,Dev,3,0,13,0
<35,No,Master,1,Man,0,Dev,12,7,13,0
<35,No,Undergraduate,1,Man,1,Dev,6,6,11,1
>35,No,Master,1,Man,1,Dev,3,3,15,1
<35,No,Undergraduate,1,Man,0,Dev,13,7,18,0
>35,No,Undergraduate,0,Man,0,Dev,36,16,18,1
<35,No,Other,1,Woman,0,NotDev,7,3,7,1
>35,No,Undergraduate,1,Man,0,Dev,37,27,4,0
<35,No,Master,0,Man,0,NotDev,9,0,4,0
<35,No,Undergraduate,1,Man,0,Dev,5,3,18,1
<35,No,NoHigherEd,0,Man,1,Dev,6,2,18,1
>35,No,Master,1,Man,0,Dev,43,22,34,1
<35,No,Undergraduate,1,Man,0,Dev,5,0,15,1
>35,No,Master,1,Man,0,Dev,22,20,10,1
<35,No,Master,1,Man,0,Dev,20,10,6,0
<35,No,Undergraduate,1,Man,0,Dev,22,19,32,1
<35,No,NoHigherEd,1,Man,0,Dev,15,11,13,1
>35,No,Master,1,Man,0,Dev,18,16,16,1
<35,No,Master,1,Man,0,Dev,8,5,8,0
>35,No,Undergraduate,1,Man,0,Dev,29,25,5,0
>35,No,Master,1,Man,1,Dev,45,40,9,0
<35,No,Undergraduate,1,Man,0,Dev,9,5,14,1
<35,No,Undergraduate,1,Man,0,Dev,14,4,27,1
<35,No,Master,1,Man,1,Dev,16,8,26,1
>35,No,Master,1,Man,1,Dev,22,20,14,1
<35,No,Master,1,Woman,0,NotDev,7,4,9,0
>35,No,Undergraduate,1,Man,0,Dev,17,13,8,1
<35,No,Master,1,Man,0,Dev,17,2,6,0
<35,No,Master,1,Man,0,Dev,7,4,14,0
<35,No,Other,1,Man,0,Dev,1,0,6,0
<35,No,Undergraduate,1,Man,0,Dev,12,6,20,1
>35,No,Master,1,Man,0,Dev,40,31,14,0
<35,No,Master,1,Man,0,Dev,15,10,6,0
<35,No,Other,1,Man,0,Dev,12,5,15,1
<35,No,Undergraduate,1,Man,0,Dev,15,6,12,0
>35,No,Undergraduate,1,Man,1,Dev,35,35,8,1
>35,No,Master,1,Man,0,Dev,20,15,2,0
>35,No,Undergraduate,0,Man,0,Dev,34,23,5,0
<35,No,Master,1,Man,0,Dev,9,5,22,1
>35,No,PhD,1,NonBinary,0,NotDev,8,4,2,0
<35,No,Master,1,Man,0,Dev,14,5,16,1
<35,No,Undergraduate,1,Man,0,Dev,6,6,7,0
>35,No,Master,1,Man,0,Dev,40,26,6,0
<35,No,Master,1,Man,1,Dev,15,10,16,1
<35,No,Master,1,Man,0,Dev,12,4,8,0
>35,No,Undergraduate,1,Man,0,Dev,35,13,15,1
>35,No,PhD,1,Man,0,NotDev,10,10,5,0
<35,No,Undergraduate,1,Woman,1,Dev,14,10,19,1
>35,No,PhD,1,Man,1,Dev,14,9,12,1
>35,No,Other,1,Man,0,Dev,11,7,20,1
<35,No,Other,1,Man,0,Dev,15,10,20,1
>35,No,Undergraduate,1,Man,0,Dev,17,10,8,1
>35,No,Other,1,Man,0,Dev,23,23,21,0
<35,No,Master,1,Man,0,Dev,20,7,7,0
<35,No,Master,1,Man,0,Dev,7,2,4,0
<35,No,Undergraduate,1,Man,0,Dev,6,3,15,0
<35,No,Other,1,Man,0,Dev,10,7,22,1
>35,No,Undergraduate,1,Woman,0,Dev,2,2,4,0
>35,No,Master,1,Man,0,NotDev,30,27,8,0
<35,No,Undergraduate,1,Man,0,Dev,7,5,17,1
>35,No,Other,0,Man,0,NotDev,35,10,10,0
<35,No,Master,1,Man,1,Dev,8,2,5,0
<35,No,Undergraduate,1,Man,0,Dev,11,4,16,1
<35,No,Undergraduate,1,NonBinary,1,Dev,12,3,17,1
<35,No,Undergraduate,0,Man,1,NotDev,6,3,13,1
<35,No,Master,1,Man,0,Dev,12,6,29,1
<35,No,Other,1,Man,1,Dev,11,7,5,0
<35,No,Undergraduate,1,Man,0,Dev,8,3,20,1
>35,No,Master,1,Man,1,Dev,7,7,13,1
<35,No,Undergraduate,1,Man,0,Dev,8,4,22,1
<35,No,Undergraduate,1,Man,0,Dev,8,2,10,0
<35,Yes,Undergraduate,1,Man,1,Dev,8,1,8,1
<35,No,Undergraduate,1,Man,0,Dev,12,6,8,0
<35,No,Undergraduate,1,Man,0,Dev,24,18,17,0
<35,No,Master,1,Man,1,NotDev,10,4,3,0
<35,No,Other,1,Man,0,Dev,8,6,5,0
<35,No,Master,1,Man,0,Dev,17,12,13,1
>35,No,Undergraduate,1,Man,1,NotDev,25,10,7,1
>35,No,Other,1,Man,0,Dev,12,8,21,1
<35,No,Master,1,Man,1,Dev,11,9,12,0
<35,No,Other,1,Man,0,Dev,8,5,22,1
>35,No,Undergraduate,1,Man,0,Dev,21,20,9,1
>35,No,Master,0,Man,0,NotDev,21,20,19,1
<35,No,Undergraduate,1,Man,1,Dev,6,2,14,1
<35,No,Undergraduate,1,Woman,1,Dev,5,3,19,1
>35,No,Other,1,Man,0,Dev,37,22,8,0
>35,No,PhD,1,NonBinary,0,Dev,17,17,15,1
>35,No,Undergraduate,1,Man,0,Dev,26,22,20,1
>35,No,Undergraduate,1,Man,0,Dev,7,5,6,0
<35,No,Master,1,Woman,1,Dev,10,7,17,1
<35,No,Undergraduate,1,Man,0,Dev,10,6,22,1
>35,No,Master,1,Woman,1,Dev,6,5,4,0
<35,No,Master,1,Man,0,Dev,8,3,14,1
<35,No,Undergraduate,1,Man,0,Dev,4,1,19,1
<35,No,Master,1,Man,1,Dev,10,5,19,1
>35,No,PhD,1,Man,0,NotDev,13,6,1,0
<35,No,NoHigherEd,1,Man,1,Dev,4,3,9,0
<35,No,Master,1,Man,1,Dev,8,0,22,1
<35,No,Undergraduate,1,Man,0,Dev,4,0,6,0
<35,No,Undergraduate,1,Man,0,Dev,14,5,21,1
<35,No,Master,1,Woman,1,Dev,15,12,29,1
<35,No,Other,1,Man,1,Dev,9,0,17,1
<35,No,Master,1,Man,0,Dev,16,8,17,1
>35,No,Other,1,Man,1,Dev,30,12,15,0
>35,No,Undergraduate,0,Man,0,Dev,27,23,34,1
<35,No,Other,1,Man,1,Dev,16,8,23,1
>35,No,Master,1,Man,0,Dev,26,20,5,0
<35,No,Undergraduate,1,Man,0,Dev,11,5,11,0
>35,No,NoHigherEd,0,Man,0,Dev,28,22,23,1
<35,No,Undergraduate,1,Man,0,Dev,12,2,10,0
>35,No,Other,1,Man,0,Dev,9,3,28,1
<35,No,NoHigherEd,0,Man,1,Dev,5,4,11,1
<35,Yes,Undergraduate,1,Man,1,Dev,16,13,16,0
<35,No,Undergraduate,1,Man,1,Dev,7,5,13,1
<35,No,Master,1,Man,0,Dev,5,3,14,0
<35,No,Other,1,Man,0,Dev,12,8,23,1
<35,No,Undergraduate,1,Man,0,Dev,20,15,11,0
>35,No,Master,1,Man,0,Dev,25,19,11,0
<35,No,Undergraduate,1,Man,0,Dev,8,6,12,1
<35,No,Master,1,Man,0,Dev,10,1,9,0
<35,No,PhD,1,Man,0,Dev,11,5,15,1
<35,No,Master,1,Man,0,Dev,14,5,15,0
>35,No,Other,1,Man,0,NotDev,30,5,14,1
>35,No,Undergraduate,1,Man,0,Dev,9,8,11,1
<35,No,Undergraduate,1,Man,0,Dev,4,2,7,1
>35,No,Undergraduate,1,Man,0,Dev,0,15,10,0
<35,No,Undergraduate,1,Man,0,NotDev,4,0,5,0
<35,No,Undergraduate,1,Man,1,Dev,15,10,7,0
>35,No,Undergraduate,1,Man,0,Dev,30,21,14,0
>35,No,Undergraduate,1,Man,0,Dev,27,24,7,0
<35,No,Undergraduate,1,Man,0,Dev,8,5,7,1
<35,No,Undergraduate,1,Man,0,Dev,10,6,2,0
<35,No,Undergraduate,0,Man,1,Dev,10,10,18,0
>35,No,Master,1,Man,0,NotDev,20,12,13,0
>35,No,Master,1,Man,0,NotDev,11,9,11,0
<35,No,Master,1,Man,0,Dev,12,10,20,1
<35,No,Undergraduate,0,Man,0,Dev,15,12,21,1
>35,No,Master,1,Man,0,Dev,7,7,2,0
>35,No,Master,1,Man,0,NotDev,24,13,7,0
<35,No,Other,1,Man,1,Dev,10,0,9,1
<35,No,Master,1,Man,0,Dev,7,2,11,0
<35,No,Undergraduate,1,Man,0,Dev,13,6,9,0
<35,No,Undergraduate,1,Man,0,Dev,11,5,10,0
<35,No,Undergraduate,1,Man,1,Dev,11,6,9,1
>35,No,Master,1,Man,0,Dev,25,17,3,0
<35,No,Undergraduate,1,NonBinary,0,Dev,13,11,30,1
<35,No,Undergraduate,1,Man,0,Dev,8,3,3,0
<35,No,Master,1,Woman,0,Dev,13,4,8,0
<35,No,Other,1,Man,0,Dev,12,9,20,1
<35,No,Undergraduate,1,Man,0,Dev,13,7,14,0
<35,No,Master,1,Man,0,Dev,11,9,16,1
<35,No,Undergraduate,0,Man,0,Dev,5,1,18,1
>35,No,PhD,1,Man,1,Dev,5,4,14,0
<35,No,Master,1,Man,0,Dev,7,6,5,0
<35,No,Master,1,Man,0,Dev,19,9,7,0
>35,No,Other,1,Man,0,Dev,35,25,3,0
>35,No,NoHigherEd,1,Man,0,Dev,24,20,20,1
>35,No,Undergraduate,1,Woman,1,Dev,17,13,5,0
>35,No,NoHigherEd,0,Man,0,Dev,22,16,9,0
>35,No,Undergraduate,1,Man,0,Dev,15,11,26,1
>35,No,Undergraduate,0,Man,0,Dev,28,25,5,0
<35,No,Master,1,Man,0,NotDev,12,2,16,1
>35,No,Master,0,Man,0,Dev,40,34,17,1
<35,No,Undergraduate,1,Man,1,Dev,10,8,11,1
<35,No,Undergraduate,1,Man,0,Dev,7,5,25,1
>35,No,Master,1,Woman,0,Dev,47,45,11,0
>35,No,Other,0,Man,1,Dev,25,22,10,0
<35,No,Undergraduate,1,Man,1,Dev,9,2,16,1
<35,No,Undergraduate,1,Man,1,Dev,5,0,16,1
>35,No,Other,1,Man,0,Dev,21,16,9,0
<35,No,Undergraduate,1,Man,0,Dev,15,10,15,1
<35,No,Undergraduate,1,Man,0,Dev,9,6,18,0
<35,No,Other,1,Man,0,Dev,14,4,20,1
