Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,ComputerSkills,Employed
>35,No,Undergraduate,1,Man,No,Dev,40,30,10,0
<35,No,Master,1,Man,Yes,Dev,16,11,16,0
>35,No,Master,1,Man,No,Dev,25,20,10,1
<35,No,Undergraduate,1,Man,No,Dev,3,1,15,1
>35,No,Undergraduate,1,Man,Yes,Dev,40,25,2,0
<35,No,Undergraduate,1,Man,No,Dev,14,12,11,1
<35,No,Undergraduate,1,Woman,Yes,Dev,9,7,19,0
>35,No,Master,1,Man,No,NotDev,25,20,27,1
>35,No,PhD,1,Man,No,Dev,38,38,7,0
<35,No,Undergraduate,1,Man,No,Dev,7,5,19,1
<35,No,Undergraduate,1,Man,No,Dev,8,4,23,1
<35,No,Undergraduate,1,Man,No,Dev,8,6,17,1
<35,No,Other,1,Man,No,Dev,13,6,10,0
<35,No,Undergraduate,1,Woman,Yes,Dev,4,1,7,0
>35,No,Undergraduate,1,Man,No,Dev,24,18,12,0
>35,No,Other,1,Man,No,Dev,30,23,13,1
<35,No,Master,1,Man,Yes,Dev,7,4,13,1
<35,No,Other,1,Man,No,Dev,4,1,23,1
>35,No,Other,0,Man,Yes,Dev,22,19,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,8,5,15,1
<35,No,Undergraduate,1,Man,No,Dev,5,4,27,1
>35,No,Master,1,Man,No,Dev,30,23,21,1
<35,No,Undergraduate,1,Man,No,Dev,4,4,25,1
<35,No,Undergraduate,1,Man,No,Dev,7,6,7,0
<35,No,Undergraduate,1,Man,No,Dev,10,6,17,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,21,1
>35,No,Undergraduate,1,Man,Yes,Dev,13,9,11,1
<35,No,Undergraduate,1,Man,Yes,Dev,3,1,17,1
<35,No,Undergraduate,1,Man,No,Dev,0,0,4,0
<35,No,Undergraduate,1,Woman,Yes,Dev,0,0,5,0
>35,Yes,Undergraduate,1,Man,Yes,Dev,30,22,15,1
>35,No,Undergraduate,1,Man,No,Dev,15,9,35,1
<35,No,PhD,1,Man,Yes,NotDev,8,4,6,0
>35,No,Undergraduate,1,Woman,No,Dev,7,7,12,1
>35,No,Undergraduate,1,Man,No,Dev,49,39,21,1
>35,No,Undergraduate,1,Woman,No,Dev,39,35,9,1
<35,No,Undergraduate,1,Woman,Yes,Dev,7,2,21,1
>35,No,Master,1,Woman,Yes,Dev,40,36,5,0
>35,No,Master,1,Man,No,Dev,30,19,13,1
>35,No,Undergraduate,1,Man,Yes,Dev,14,11,17,1
>35,No,PhD,1,Woman,No,Dev,35,26,4,0
<35,No,Undergraduate,1,Man,Yes,Dev,13,10,9,0
>35,No,Undergraduate,1,Man,No,NotDev,18,6,5,0
<35,No,Undergraduate,1,Man,No,Dev,9,3,9,0
<35,No,Undergraduate,1,Man,No,Dev,4,3,10,1
>35,No,Other,1,Man,Yes,Dev,28,24,16,1
<35,No,Other,1,Man,Yes,Dev,12,8,23,1
>35,No,Undergraduate,1,Man,No,Dev,37,28,9,0
<35,No,Master,1,Man,No,NotDev,10,4,30,1
<35,No,Undergraduate,1,NonBinary,Yes,Dev,6,4,19,1
>35,No,Other,1,NonBinary,Yes,Dev,10,5,9,0
<35,No,Undergraduate,1,Man,No,Dev,4,3,2,0
>35,No,Master,1,Man,No,NotDev,38,25,10,0
>35,No,Other,1,Man,No,Dev,41,26,22,1
<35,No,Other,1,Man,No,Dev,2,1,16,0
<35,No,Other,1,Man,No,Dev,17,9,3,0
<35,No,Undergraduate,1,Man,No,Dev,10,5,10,1
>35,No,Other,1,Man,Yes,Dev,15,10,24,1
<35,No,Undergraduate,1,Man,No,Dev,7,3,11,1
>35,No,Undergraduate,1,Man,No,Dev,28,20,10,1
>35,No,Undergraduate,1,Man,No,Dev,35,35,11,0
<35,No,Master,1,Man,No,NotDev,7,5,5,0
>35,No,PhD,1,Man,No,Dev,28,27,12,0
<35,No,Undergraduate,1,Man,No,Dev,14,2,16,0
>35,No,Other,0,Man,Yes,Dev,25,20,14,1
<35,No,Undergraduate,1,Man,No,NotDev,8,5,11,1
<35,No,Master,1,Man,Yes,Dev,10,5,14,0
<35,No,Master,1,Man,Yes,Dev,7,2,13,1
<35,No,NoHigherEd,0,Man,No,Dev,7,6,18,1
<35,No,Master,1,Man,No,Dev,9,3,18,1
<35,No,Master,1,Man,No,Dev,13,7,0,0
<35,No,NoHigherEd,1,Man,Yes,Dev,6,6,14,0
>35,No,Other,1,Man,Yes,Dev,20,12,27,0
<35,No,PhD,1,Man,No,Dev,25,5,21,1
<35,No,Undergraduate,1,Man,Yes,Dev,6,2,15,1
>35,No,Undergraduate,1,Man,Yes,Dev,9,7,10,0
>35,No,Master,1,Man,No,NotDev,26,22,20,1
>35,No,Master,1,Man,No,Dev,37,30,9,0
>35,No,Undergraduate,1,Man,No,NotDev,40,30,8,1
>35,No,Undergraduate,1,Man,No,Dev,43,40,11,1
>35,No,Undergraduate,1,Man,No,Dev,20,14,16,1
<35,No,Other,1,Man,No,Dev,8,3,16,1
>35,No,Other,0,Man,No,Dev,44,40,40,1
<35,No,Undergraduate,1,Man,No,Dev,14,10,7,0
>35,No,Master,1,Man,Yes,Dev,25,15,12,1
>35,No,Undergraduate,1,Man,No,Dev,28,17,13,1
>35,No,Master,1,Man,No,Dev,12,3,2,0
<35,No,Master,0,Man,No,Dev,17,11,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,6,0,16,1
<35,No,Other,1,Man,No,Dev,14,6,23,1
>35,No,Undergraduate,0,Man,No,Dev,19,14,7,0
<35,No,Undergraduate,1,Man,No,Dev,11,9,10,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,11,8,0
>35,No,Undergraduate,1,Man,No,Dev,23,19,9,1
<35,No,Undergraduate,1,Man,Yes,NotDev,10,9,14,1
>35,No,Master,0,Man,No,Dev,50,40,4,0
>35,No,Undergraduate,1,Man,No,Dev,12,7,17,1
<35,No,Undergraduate,1,Man,No,NotDev,10,1,11,1
<35,No,Master,1,Man,No,NotDev,7,4,9,0
>35,No,PhD,1,Man,Yes,Dev,30,28,16,1
<35,No,NoHigherEd,1,Man,No,Dev,4,4,13,0
>35,No,Master,1,Man,No,Dev,20,14,6,0
>35,No,Undergraduate,1,Man,Yes,Dev,30,22,8,0
<35,No,Undergraduate,1,Man,Yes,NotDev,2,0,7,0
>35,No,Other,1,Man,No,Dev,20,14,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,16,12,20,1
<35,No,Undergraduate,0,Man,Yes,NotDev,8,3,15,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,17,1
<35,No,Undergraduate,1,Man,No,Dev,20,10,19,1
>35,No,Undergraduate,1,Man,No,Dev,26,16,15,1
>35,No,Master,1,Man,No,Dev,23,18,9,0
<35,No,Master,1,Man,Yes,Dev,12,5,24,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,16,1
<35,No,NoHigherEd,0,Man,No,Dev,7,3,9,0
>35,No,Undergraduate,1,Man,Yes,Dev,40,34,9,0
>35,No,Master,1,Man,No,Dev,22,20,23,1
<35,Yes,Undergraduate,1,Man,No,Dev,8,5,13,1
>35,No,Master,1,Man,Yes,Dev,11,11,9,0
<35,No,Undergraduate,1,Man,No,Dev,8,4,23,1
>35,No,Master,0,Man,No,Dev,30,18,10,1
<35,No,Undergraduate,1,Man,Yes,Dev,8,3,4,0
<35,No,Undergraduate,1,Man,No,Dev,12,8,11,0
>35,No,Other,0,Man,No,Dev,33,33,10,0
<35,No,Undergraduate,0,Woman,Yes,NotDev,13,5,3,0
<35,No,Undergraduate,1,Man,No,NotDev,12,10,17,0
>35,No,Other,1,Man,No,Dev,23,14,17,0
>35,No,NoHigherEd,1,Man,No,Dev,31,26,8,1
<35,No,Other,1,Man,Yes,Dev,14,10,3,0
<35,No,Undergraduate,1,Man,No,Dev,18,8,10,0
<35,No,Master,1,Man,No,Dev,13,10,26,1
>35,No,NoHigherEd,0,Man,No,Dev,20,15,12,1
>35,No,Master,1,Man,No,NotDev,50,36,1,0
<35,No,Undergraduate,1,Man,No,Dev,2,1,17,1
<35,No,Master,1,Man,No,Dev,17,11,8,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,2,14,0
<35,No,Undergraduate,1,Man,Yes,Dev,7,5,19,1
>35,No,Undergraduate,1,Man,Yes,Dev,28,20,14,1
<35,No,Undergraduate,1,Man,Yes,Dev,8,3,15,1
>35,No,Undergraduate,1,Man,No,Dev,40,30,12,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,10,20,1
<35,No,Undergraduate,1,Man,No,Dev,9,3,4,0
<35,No,Undergraduate,1,Man,No,Dev,12,10,17,1
<35,No,Undergraduate,1,Man,No,Dev,5,1,7,1
<35,No,Undergraduate,1,Man,No,Dev,7,2,6,0
<35,No,Undergraduate,1,Man,No,Dev,15,7,12,1
<35,No,Master,1,Man,No,Dev,15,9,9,0
>35,No,Other,1,Man,No,Dev,22,18,7,0
<35,No,Master,1,Man,Yes,Dev,15,6,3,0
<35,No,Undergraduate,1,NonBinary,Yes,Dev,9,4,16,0
<35,No,Undergraduate,1,Man,No,Dev,6,3,5,0
<35,No,Master,1,Man,No,Dev,7,2,8,0
>35,No,Master,1,Man,No,Dev,18,14,23,1
<35,No,Undergraduate,1,Man,No,Dev,8,4,8,1
<35,No,Undergraduate,1,Man,No,Dev,18,11,18,1
>35,No,Undergraduate,1,Woman,Yes,Dev,20,12,13,0
<35,No,Undergraduate,1,Man,No,Dev,8,6,23,1
>35,No,Master,1,Man,No,Dev,20,14,11,0
<35,Yes,Undergraduate,1,Man,Yes,Dev,8,4,2,0
>35,No,Undergraduate,1,Man,No,Dev,18,17,12,1
>35,No,Master,1,Man,No,NotDev,45,33,5,0
>35,Yes,Other,1,Man,No,Dev,12,12,22,1
>35,No,Master,1,Man,No,Dev,20,15,6,0
<35,No,Master,1,Man,Yes,Dev,7,4,8,0
<35,No,Master,1,Man,No,Dev,8,1,18,1
>35,No,Master,1,Man,No,Dev,32,27,5,0
<35,No,Undergraduate,1,Man,Yes,Dev,4,1,5,1
<35,No,Master,1,Man,Yes,Dev,13,3,6,0
<35,No,Undergraduate,1,Man,Yes,Dev,5,1,5,0
<35,No,Other,1,Man,No,Dev,3,2,3,0
<35,No,Undergraduate,1,Man,Yes,Dev,20,12,18,1
<35,No,Master,1,Man,No,Dev,14,8,16,1
>35,No,NoHigherEd,1,Man,Yes,Dev,28,22,18,1
>35,No,Master,1,NonBinary,No,Dev,45,41,3,0
<35,No,Undergraduate,1,Man,No,Dev,3,2,20,1
>35,No,Other,1,Man,No,Dev,28,28,14,1
>35,No,Other,1,Man,Yes,Dev,15,13,18,1
>35,No,Undergraduate,0,Man,Yes,Dev,36,30,7,0
<35,No,Undergraduate,1,Woman,No,Dev,5,4,13,1
>35,No,Master,1,Man,No,Dev,2,2,7,1
<35,No,Undergraduate,1,Man,No,Dev,4,4,14,1
>35,No,Master,1,Man,Yes,Dev,17,7,9,1
<35,No,Master,1,Man,Yes,Dev,10,5,10,1
<35,No,Undergraduate,1,Man,No,Dev,12,5,11,0
<35,No,Other,1,Man,No,Dev,2,0,20,1
<35,No,Master,1,Man,No,Dev,15,9,11,1
<35,No,Other,1,Man,No,Dev,5,3,11,1
>35,No,PhD,0,Woman,Yes,Dev,30,20,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,15,12,7,0
<35,No,Master,1,Man,No,Dev,7,5,17,1
>35,No,Master,1,Man,No,NotDev,25,18,7,0
>35,No,NoHigherEd,1,Man,No,Dev,20,16,14,1
<35,No,Undergraduate,1,Man,No,Dev,6,4,10,0
<35,No,Master,1,NonBinary,No,Dev,4,2,18,1
<35,No,Undergraduate,1,Man,No,Dev,9,5,13,1
<35,No,Other,1,Man,Yes,Dev,15,14,17,1
>35,No,Undergraduate,1,Man,Yes,Dev,44,32,8,0
>35,No,Master,1,Man,Yes,Dev,22,20,4,0
<35,No,Undergraduate,1,Man,No,Dev,10,8,13,0
>35,No,Undergraduate,0,Man,No,Dev,15,12,16,1
<35,No,NoHigherEd,1,Woman,Yes,Dev,4,0,19,1
<35,No,Master,1,Man,No,Dev,4,1,19,1
<35,No,NoHigherEd,0,Man,No,Dev,1,0,11,0
>35,No,Undergraduate,1,Man,No,Dev,25,20,13,0
<35,No,Undergraduate,1,Man,Yes,Dev,7,7,21,1
<35,No,Undergraduate,1,Man,No,Dev,5,5,20,1
<35,No,Other,1,Man,Yes,Dev,5,2,10,1
<35,No,Undergraduate,1,Man,Yes,Dev,8,7,20,1
<35,No,Undergraduate,1,Man,No,Dev,6,3,5,0
<35,No,Undergraduate,1,Man,No,Dev,17,10,27,1
>35,No,Undergraduate,1,Man,No,Dev,33,24,10,0
>35,No,Undergraduate,1,Man,No,Dev,36,32,8,1
<35,No,Other,1,Man,No,Dev,4,2,18,1
>35,No,PhD,1,Man,No,Dev,32,27,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,5,8,0
>35,No,Undergraduate,1,Man,Yes,Dev,20,14,15,1
>35,No,Master,1,Man,No,Dev,20,15,5,0
>35,No,PhD,1,Man,No,NotDev,28,20,7,0
<35,No,Undergraduate,1,Man,No,Dev,10,3,11,0
<35,No,Other,0,Man,No,Dev,7,7,13,1
>35,No,Master,1,Man,No,Dev,35,25,18,1
<35,No,Master,1,Man,Yes,Dev,12,2,17,1
<35,No,Undergraduate,1,Man,No,Dev,6,5,4,0
<35,No,Undergraduate,1,Man,No,Dev,11,7,9,1
<35,No,Undergraduate,1,Man,No,Dev,15,10,13,1
<35,No,Other,1,Man,Yes,Dev,4,3,12,0
<35,Yes,Master,1,Man,No,NotDev,11,6,2,0
>35,No,PhD,1,Man,No,NotDev,30,20,6,0
>35,No,Master,1,Man,No,Dev,23,20,2,0
<35,Yes,Other,1,Man,Yes,Dev,18,6,16,0
<35,No,Undergraduate,1,Man,No,Dev,5,2,12,1
>35,No,Undergraduate,1,Man,No,Dev,24,18,15,1
<35,No,Undergraduate,1,Man,Yes,Dev,5,3,13,1
>35,No,Undergraduate,1,Man,Yes,Dev,12,12,23,1
<35,No,Undergraduate,1,Man,Yes,Dev,5,1,20,1
<35,No,Undergraduate,1,Man,No,Dev,12,7,20,1
>35,No,PhD,1,Woman,No,Dev,20,12,17,1
<35,No,Master,1,Man,No,Dev,9,6,18,1
<35,No,Undergraduate,1,Woman,No,Dev,8,5,14,0
>35,No,Undergraduate,1,Man,No,Dev,28,18,10,0
>35,No,Undergraduate,1,Man,No,Dev,12,10,14,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,12,17,1
<35,No,PhD,1,Man,No,NotDev,11,8,14,0
<35,No,Undergraduate,1,Man,No,Dev,8,3,17,1
<35,No,Undergraduate,1,Man,No,NotDev,3,0,18,1
>35,No,Undergraduate,1,Man,No,Dev,22,10,6,0
<35,No,Undergraduate,1,Woman,No,NotDev,12,7,8,0
>35,No,Master,1,NonBinary,No,Dev,20,5,6,0
>35,No,Other,1,Man,No,Dev,35,31,25,1
<35,No,Other,1,Man,No,Dev,6,5,33,1
<35,No,Undergraduate,1,Man,No,Dev,12,7,8,0
>35,No,PhD,1,Man,No,Dev,22,20,9,0
>35,No,Undergraduate,1,Man,No,Dev,24,22,13,0
>35,No,PhD,1,Man,No,Dev,30,25,23,1
>35,No,Undergraduate,1,Man,Yes,Dev,21,14,7,0
>35,No,Undergraduate,1,Man,No,Dev,28,28,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,12,18,1
<35,No,Undergraduate,1,Man,No,Dev,3,2,17,1
>35,No,Undergraduate,1,Man,No,Dev,27,25,20,1
>35,No,Master,1,Man,No,Dev,18,16,14,1
<35,No,Undergraduate,1,Man,No,NotDev,5,2,19,1
<35,No,Undergraduate,1,Man,Yes,Dev,12,8,22,1
<35,No,Master,1,Man,Yes,Dev,6,4,15,0
>35,No,Undergraduate,1,Man,Yes,Dev,20,17,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,19,8,10,1
>35,No,Undergraduate,1,Man,No,Dev,15,12,15,0
>35,No,Undergraduate,1,Man,No,Dev,20,12,12,0
>35,No,NoHigherEd,1,Man,Yes,Dev,15,5,29,1
<35,No,Undergraduate,1,Man,No,Dev,17,12,15,1
<35,No,Master,1,Man,Yes,Dev,10,6,14,1
>35,No,Undergraduate,1,Man,No,NotDev,44,26,10,0
>35,No,Other,1,Man,No,NotDev,10,10,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,3,2,11,1
<35,No,Master,0,Woman,No,Dev,10,7,4,0
<35,No,Other,1,Man,No,NotDev,8,4,14,1
<35,No,Undergraduate,1,Man,No,Dev,3,2,17,1
<35,No,Undergraduate,1,Man,No,Dev,4,2,15,1
>35,No,Other,1,Man,No,Dev,35,0,24,1
>35,No,Other,1,Man,No,Dev,22,14,11,0
>35,No,Undergraduate,1,Man,No,Dev,22,18,15,1
>35,No,Master,1,Man,No,Dev,6,5,8,1
>35,No,Master,1,Man,No,Dev,25,23,17,1
>35,No,Other,1,Man,Yes,Dev,10,9,9,1
<35,No,Other,1,Man,No,Dev,1,0,14,1
>35,No,Undergraduate,1,Man,Yes,Dev,42,28,25,1
>35,No,Undergraduate,1,Man,No,Dev,20,17,22,1
>35,No,Other,1,Man,No,NotDev,10,6,7,0
<35,No,Undergraduate,1,Man,No,Dev,5,2,15,1
<35,No,Other,1,Man,No,Dev,4,4,14,1
<35,No,Undergraduate,1,Man,No,Dev,14,8,9,0
<35,No,Undergraduate,1,Man,No,Dev,22,12,15,0
<35,No,Other,1,Man,No,Dev,2,1,25,1
<35,No,Undergraduate,1,Man,No,Dev,10,9,19,1
<35,No,Undergraduate,0,Man,Yes,Dev,3,0,6,0
>35,No,Other,1,Man,No,Dev,7,5,18,1
>35,No,Undergraduate,1,Man,No,Dev,2,0,5,0
>35,No,PhD,1,Man,Yes,NotDev,30,25,2,0
>35,No,Other,1,Man,No,Dev,35,25,12,1
>35,No,Other,1,Man,No,Dev,22,15,17,1
>35,No,Undergraduate,1,Man,No,Dev,28,25,17,1
<35,No,Other,1,Man,Yes,Dev,0,0,5,0
<35,No,Undergraduate,1,Man,No,Dev,4,0,5,0
<35,No,Undergraduate,1,Man,No,NotDev,0,0,13,0
>35,No,Other,1,Man,No,Dev,25,22,9,0
<35,No,Undergraduate,0,Man,Yes,Dev,7,4,8,0
<35,No,Other,1,Man,No,Dev,8,4,8,1
<35,No,Undergraduate,1,Man,No,Dev,6,5,11,1
<35,No,Other,1,Man,No,Dev,2,2,15,1
>35,No,Master,1,Man,No,Dev,18,12,18,1
<35,No,Undergraduate,1,Man,No,Dev,9,5,6,0
<35,No,Undergraduate,1,Man,No,Dev,6,1,19,1
<35,No,NoHigherEd,1,Man,Yes,Dev,9,7,31,1
<35,No,Undergraduate,1,Man,Yes,Dev,10,8,22,1
<35,No,Master,1,Man,No,Dev,8,4,14,1
<35,No,Undergraduate,1,Woman,Yes,Dev,18,10,24,1
>35,No,NoHigherEd,0,Man,No,Dev,22,17,14,1
>35,No,Undergraduate,1,Man,No,NotDev,22,19,8,0
<35,No,Undergraduate,1,Man,No,Dev,15,14,12,1
<35,No,NoHigherEd,1,Man,No,Dev,10,5,5,0
<35,No,Undergraduate,1,Man,No,Dev,4,4,6,1
<35,No,NoHigherEd,1,Man,No,Dev,5,1,8,0
<35,No,Undergraduate,1,Man,No,Dev,6,3,31,1
<35,No,Undergraduate,1,Man,Yes,Dev,5,2,21,1
>35,No,Master,1,Man,No,Dev,24,11,5,0
<35,No,Other,1,Man,No,Dev,7,5,8,0
<35,No,Undergraduate,1,Man,No,Dev,8,5,10,1
<35,No,Undergraduate,1,Man,Yes,Dev,14,8,16,1
<35,No,Other,1,Man,No,Dev,10,7,17,1
>35,No,Other,1,Man,Yes,Dev,19,11,2,0
<35,No,Undergraduate,1,Man,Yes,Dev,9,8,6,0
>35,No,Undergraduate,1,Man,No,NotDev,37,24,13,0
>35,No,Undergraduate,1,Man,Yes,Dev,20,17,34,1
>35,No,Master,1,Man,No,Dev,6,6,5,0
<35,No,Other,1,Man,Yes,Dev,11,6,30,1
>35,No,Undergraduate,1,Man,Yes,Dev,21,18,7,0
<35,Yes,Undergraduate,1,Man,No,NotDev,6,2,15,0
<35,No,Master,1,Man,No,Dev,6,4,13,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,3,5,0
>35,No,Master,1,Man,No,Dev,12,10,5,0
>35,No,Undergraduate,1,Man,Yes,Dev,10,6,9,0
>35,No,Master,1,Man,No,Dev,24,14,18,1
<35,No,Undergraduate,1,Man,No,Dev,4,2,12,1
<35,No,Undergraduate,1,Woman,Yes,NotDev,7,2,13,1
<35,No,Master,1,Man,No,Dev,11,3,13,1
<35,No,Undergraduate,1,Man,No,Dev,6,4,16,1
<35,No,Other,1,Man,No,Dev,14,10,4,0
<35,No,Undergraduate,1,Man,No,Dev,15,13,11,1
<35,No,Undergraduate,1,Woman,No,Dev,9,7,26,1
>35,No,PhD,1,Man,No,Dev,15,9,10,0
>35,No,Other,1,Man,Yes,Dev,25,24,10,0
>35,No,Master,1,Man,No,NotDev,7,7,9,0
>35,No,Master,1,Woman,No,Dev,42,30,8,1
>35,No,Undergraduate,1,Man,Yes,Dev,18,13,25,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,12,6,0
>35,No,Undergraduate,1,Man,No,Dev,30,13,14,1
<35,No,Undergraduate,1,Woman,No,Dev,11,7,10,0
>35,No,Undergraduate,1,Man,No,Dev,15,12,8,0
<35,No,Undergraduate,1,Man,No,Dev,9,3,10,0
<35,No,Other,1,Man,No,Dev,11,9,18,1
<35,No,Undergraduate,1,Man,No,Dev,4,2,15,1
<35,No,Undergraduate,1,Man,No,Dev,6,2,10,1
<35,No,Other,1,Woman,Yes,Dev,16,5,14,1
>35,No,Undergraduate,1,Man,Yes,Dev,16,13,23,1
<35,No,Undergraduate,1,Man,No,Dev,11,9,17,1
<35,No,Master,1,Man,Yes,Dev,16,13,16,1
>35,No,Undergraduate,1,Man,No,Dev,38,27,9,1
<35,No,Master,0,Man,Yes,Dev,14,11,31,1
>35,No,NoHigherEd,1,Man,Yes,Dev,25,23,22,1
>35,No,Master,1,Man,No,Dev,6,5,18,1
<35,No,PhD,1,Man,Yes,Dev,8,7,45,1
<35,No,Master,1,Woman,Yes,Dev,10,5,6,0
>35,No,Undergraduate,1,Man,No,Dev,25,18,5,0
<35,No,Undergraduate,1,Man,No,Dev,8,5,9,1
>35,No,Other,1,Man,Yes,Dev,8,6,15,0
<35,No,Other,1,Man,No,Dev,9,7,21,1
>35,No,Undergraduate,1,Man,Yes,Dev,24,10,21,1
<35,No,Undergraduate,1,Man,No,Dev,13,7,15,0
<35,No,Undergraduate,1,Man,No,Dev,13,9,9,0
<35,No,Undergraduate,1,Woman,No,Dev,7,3,14,1
>35,No,Undergraduate,1,Man,No,Dev,3,1,14,1
>35,No,Master,1,Man,No,Dev,7,6,7,0
>35,No,Undergraduate,1,Woman,No,Dev,20,14,13,1
>35,No,Undergraduate,1,Man,Yes,Dev,19,14,10,1
>35,No,Other,1,Man,Yes,Dev,25,20,17,0
<35,No,Undergraduate,1,Man,No,Dev,11,5,5,0
<35,No,Undergraduate,1,Man,Yes,Dev,6,2,7,0
>35,No,Undergraduate,1,Man,Yes,Dev,6,5,5,0
>35,Yes,Master,1,Man,No,Dev,29,24,11,1
<35,No,Master,1,Man,No,Dev,16,7,10,1
<35,No,Other,1,Man,No,Dev,8,6,20,1
<35,No,Other,1,Man,Yes,Dev,3,2,18,1
>35,No,Other,1,Man,No,Dev,15,10,25,1
>35,No,Undergraduate,1,Man,No,Dev,20,15,13,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,14,0
<35,No,Undergraduate,1,Woman,Yes,Dev,7,5,9,0
<35,No,Undergraduate,1,Man,No,Dev,5,1,14,0
<35,No,Undergraduate,1,Man,No,Dev,11,7,9,1
>35,No,Other,1,Man,Yes,Dev,13,11,19,1
>35,No,Undergraduate,1,Man,No,Dev,36,30,27,1
>35,No,Other,1,Man,No,Dev,28,17,17,1
<35,No,Undergraduate,1,Woman,No,Dev,12,7,15,1
>35,No,Undergraduate,1,Man,Yes,Dev,29,21,13,1
<35,No,Undergraduate,1,Man,No,NotDev,5,2,17,1
>35,No,Undergraduate,1,Man,No,Dev,25,20,13,1
<35,No,Undergraduate,1,Man,No,Dev,5,1,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,13,8,12,0
>35,No,Master,1,Man,No,Dev,22,18,21,0
>35,No,Undergraduate,1,Man,No,Dev,24,15,14,1
<35,No,Undergraduate,1,Man,No,Dev,8,4,25,1
>35,No,Other,1,Man,No,Dev,26,24,18,1
>35,No,Undergraduate,1,Man,No,Dev,14,10,13,1
>35,No,Other,1,Man,Yes,Dev,38,35,6,0
<35,No,Undergraduate,1,Man,No,Dev,4,3,10,1
>35,No,Other,1,Man,No,Dev,8,7,12,0
<35,No,Undergraduate,1,Man,No,Dev,3,1,8,1
<35,No,Master,1,Man,No,Dev,14,7,9,0
>35,No,Undergraduate,1,Man,No,Dev,22,19,24,1
>35,No,Undergraduate,0,Man,No,NotDev,30,25,15,1
<35,No,Master,0,Man,No,Dev,16,13,13,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,10,0
<35,No,Undergraduate,1,Man,No,Dev,8,4,9,0
>35,No,Other,1,Man,Yes,Dev,24,23,9,1
<35,No,Undergraduate,0,Man,No,Dev,11,8,14,1
<35,No,Master,1,Man,No,Dev,12,4,4,0
>35,No,Master,1,Man,No,Dev,23,12,2,0
<35,No,Master,1,Man,No,Dev,3,2,10,1
<35,No,Undergraduate,1,Woman,Yes,Dev,7,5,16,1
>35,No,Master,0,Man,No,Dev,24,15,7,0
<35,No,Other,1,Man,No,Dev,15,5,8,0
<35,No,Other,1,Man,No,Dev,13,8,9,0
<35,No,Other,1,Man,Yes,Dev,9,4,7,1
<35,Yes,Undergraduate,1,Man,No,Dev,10,5,24,1
>35,No,Master,1,Man,No,Dev,19,14,16,0
>35,No,Undergraduate,1,Man,No,Dev,39,33,9,1
>35,No,Undergraduate,1,Man,No,Dev,10,6,11,1
>35,No,Master,1,Man,No,Dev,20,12,6,0
<35,No,Undergraduate,1,Man,Yes,Dev,4,1,25,1
>35,No,Master,1,Man,No,Dev,27,22,9,1
<35,No,Undergraduate,1,Man,No,Dev,10,1,12,0
>35,No,PhD,1,Man,No,Dev,44,32,15,0
<35,No,Undergraduate,1,Man,Yes,Dev,1,0,16,1
<35,No,Undergraduate,1,Man,No,Dev,15,12,14,0
>35,No,Undergraduate,1,Man,No,Dev,40,36,21,1
<35,No,Undergraduate,1,Man,No,Dev,21,14,19,1
>35,No,Other,0,Man,No,Dev,21,17,13,1
<35,No,Other,1,Man,No,Dev,10,6,23,1
<35,No,Master,1,Man,No,Dev,13,3,13,0
<35,No,Undergraduate,1,Man,No,Dev,9,8,13,1
>35,No,Other,1,Man,No,Dev,12,12,10,1
>35,No,Undergraduate,1,Man,No,Dev,9,9,3,0
<35,No,Other,1,Man,No,Dev,16,15,17,1
<35,No,PhD,0,Man,No,NotDev,15,3,3,0
>35,No,Other,0,Man,No,Dev,23,13,26,1
<35,No,Master,1,Man,Yes,Dev,5,3,10,0
<35,No,NoHigherEd,1,Man,No,Dev,15,12,12,1
<35,No,Other,1,Man,No,Dev,5,4,53,1
<35,No,Undergraduate,1,Woman,No,Dev,8,5,8,0
>35,No,NoHigherEd,0,Man,Yes,Dev,28,15,11,1
<35,No,NoHigherEd,1,Man,No,Dev,20,15,24,1
>35,No,Undergraduate,1,Man,No,Dev,19,16,27,1
<35,No,Undergraduate,1,Man,No,Dev,6,11,79,1
>35,No,PhD,1,Man,No,NotDev,40,35,11,0
