Age,Education,EducationYears,MaritalStatus,Occupation,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,Income
28.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Black,Male,15024.0,0.0,40.0,>50K
35.0,Assoc-voc,11.0,Married-spouse-absent,Prof-specialty,White,Female,0.0,0.0,44.0,<=50K
32.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
49.0,HS-grad,9.0,Married-civ-spouse,Other-service,Black,Female,0.0,0.0,40.0,>50K
55.0,HS-grad,9.0,Divorced,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
46.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,0.0,56.0,>50K
32.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,30.0,<=50K
42.0,HS-grad,9.0,Married-civ-spouse,Other-service,Black,Female,0.0,0.0,35.0,<=50K
45.0,Some-college,10.0,Married-civ-spouse,Other-service,White,Female,0.0,0.0,99.0,<=50K
41.0,Bachelors,13.0,Never-married,Adm-clerical,White,Male,0.0,0.0,40.0,<=50K
19.0,HS-grad,9.0,Never-married,Farming-fishing,White,Male,0.0,0.0,45.0,<=50K
63.0,Some-college,10.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,48.0,<=50K
19.0,HS-grad,9.0,Never-married,Sales,White,Female,0.0,0.0,35.0,<=50K
23.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
42.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
48.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,0.0,60.0,<=50K
68.0,Assoc-voc,11.0,Widowed,Sales,White,Female,0.0,0.0,50.0,>50K
38.0,9th,5.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
44.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
37.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,70.0,>50K
22.0,10th,6.0,Never-married,Transport-moving,Amer-Indian-Eskimo,Male,0.0,0.0,84.0,<=50K
56.0,9th,5.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,40.0,<=50K
31.0,Some-college,10.0,Married-civ-spouse,Other-service,White,Female,0.0,0.0,40.0,<=50K
26.0,HS-grad,9.0,Never-married,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
19.0,Some-college,10.0,Never-married,Other-service,White,Female,0.0,0.0,20.0,<=50K
49.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,White,Male,5178.0,0.0,40.0,>50K
32.0,Some-college,10.0,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,0.0,0.0,60.0,<=50K
46.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
31.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
27.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Black,Female,0.0,0.0,40.0,<=50K
32.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
64.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,99.0,<=50K
59.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,45.0,>50K
38.0,HS-grad,9.0,Divorced,Transport-moving,White,Male,0.0,0.0,60.0,<=50K
27.0,Some-college,10.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,48.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,White,Female,0.0,0.0,40.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,35.0,<=50K
23.0,HS-grad,9.0,Never-married,Other-service,Black,Male,0.0,0.0,12.0,<=50K
64.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,30.0,<=50K
56.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
26.0,Bachelors,13.0,Never-married,Adm-clerical,White,Male,0.0,0.0,30.0,<=50K
40.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,35.0,<=50K
54.0,HS-grad,9.0,Widowed,Sales,White,Female,0.0,0.0,37.0,<=50K
52.0,10th,6.0,Married-civ-spouse,Sales,White,Male,4064.0,0.0,45.0,<=50K
19.0,12th,8.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
74.0,HS-grad,9.0,Widowed,Other-service,White,Male,0.0,0.0,20.0,<=50K
40.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,45.0,>50K
45.0,HS-grad,9.0,Divorced,Other-service,Black,Female,0.0,0.0,35.0,<=50K
23.0,Bachelors,13.0,Never-married,Prof-specialty,Black,Female,0.0,0.0,40.0,<=50K
27.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,40.0,<=50K
34.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,>50K
70.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,>50K
32.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,55.0,>50K
35.0,Masters,14.0,Never-married,Prof-specialty,White,Male,0.0,0.0,44.0,>50K
40.0,Some-college,10.0,Divorced,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
58.0,HS-grad,9.0,Divorced,Tech-support,White,Male,4787.0,0.0,39.0,>50K
29.0,HS-grad,9.0,Separated,Other-service,Black,Female,0.0,0.0,30.0,<=50K
23.0,Some-college,10.0,Never-married,Sales,Black,Male,0.0,0.0,9.0,<=50K
23.0,HS-grad,9.0,Never-married,Sales,White,Male,0.0,0.0,40.0,<=50K
19.0,HS-grad,9.0,Never-married,Adm-clerical,White,Female,0.0,0.0,15.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,35.0,<=50K
29.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,35.0,>50K
47.0,HS-grad,9.0,Separated,Craft-repair,Black,Male,0.0,0.0,40.0,<=50K
43.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,40.0,>50K
28.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,1740.0,30.0,<=50K
55.0,HS-grad,9.0,Widowed,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
46.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,15024.0,0.0,40.0,>50K
65.0,12th,8.0,Widowed,Exec-managerial,White,Male,2009.0,0.0,44.0,<=50K
74.0,9th,5.0,Widowed,Craft-repair,White,Male,0.0,0.0,10.0,<=50K
31.0,Bachelors,13.0,Never-married,Prof-specialty,White,Male,0.0,0.0,45.0,<=50K
30.0,11th,7.0,Never-married,Other-service,White,Female,0.0,0.0,19.0,<=50K
44.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,White,Male,99999.0,0.0,50.0,>50K
44.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,60.0,>50K
39.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,3103.0,0.0,44.0,>50K
29.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Black,Male,0.0,0.0,40.0,<=50K
63.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
22.0,HS-grad,9.0,Never-married,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
39.0,Some-college,10.0,Divorced,Other-service,White,Female,0.0,0.0,60.0,<=50K
50.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Black,Male,0.0,0.0,40.0,>50K
32.0,Prof-school,15.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,60.0,>50K
26.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,3464.0,0.0,48.0,<=50K
46.0,HS-grad,9.0,Never-married,Transport-moving,White,Male,0.0,1590.0,48.0,<=50K
52.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
23.0,HS-grad,9.0,Never-married,Sales,Asian-Pac-Islander,Male,0.0,0.0,40.0,<=50K
34.0,HS-grad,9.0,Separated,Craft-repair,White,Male,0.0,0.0,45.0,<=50K
53.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,60.0,>50K
24.0,HS-grad,9.0,Never-married,Craft-repair,Black,Male,0.0,0.0,40.0,<=50K
61.0,HS-grad,9.0,Married-civ-spouse,Other-service,Black,Male,0.0,0.0,12.0,<=50K
50.0,Assoc-acdm,12.0,Divorced,Prof-specialty,White,Female,0.0,0.0,40.0,<=50K
34.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,28.0,<=50K
35.0,Bachelors,13.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
43.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,50.0,>50K
38.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
20.0,Some-college,10.0,Never-married,Exec-managerial,Black,Male,0.0,0.0,47.0,<=50K
35.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,42.0,>50K
53.0,Some-college,10.0,Widowed,Adm-clerical,White,Female,0.0,0.0,22.0,<=50K
49.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,45.0,<=50K
40.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,50.0,<=50K
41.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,50.0,<=50K
27.0,HS-grad,9.0,Divorced,Craft-repair,White,Male,0.0,0.0,50.0,<=50K
40.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,66.0,>50K
46.0,Bachelors,13.0,Never-married,Sales,White,Female,0.0,0.0,35.0,<=50K
57.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,15024.0,0.0,50.0,>50K
51.0,Some-college,10.0,Divorced,Exec-managerial,White,Male,0.0,0.0,45.0,<=50K
27.0,Prof-school,15.0,Never-married,Prof-specialty,White,Male,0.0,0.0,50.0,<=50K
48.0,HS-grad,9.0,Separated,Machine-op-inspct,Black,Female,0.0,0.0,40.0,<=50K
19.0,Some-college,10.0,Never-married,Sales,White,Male,0.0,0.0,36.0,<=50K
19.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,50.0,<=50K
27.0,HS-grad,9.0,Never-married,Other-service,Black,Female,0.0,0.0,40.0,<=50K
36.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,50.0,>50K
48.0,Some-college,10.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
53.0,Doctorate,16.0,Divorced,Prof-specialty,White,Female,0.0,0.0,40.0,>50K
22.0,HS-grad,9.0,Never-married,Adm-clerical,White,Male,0.0,0.0,20.0,<=50K
38.0,Some-college,10.0,Divorced,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
28.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Female,0.0,0.0,40.0,>50K
20.0,HS-grad,9.0,Never-married,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
49.0,9th,5.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
48.0,7th-8th,4.0,Married-spouse-absent,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
33.0,Masters,14.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,45.0,>50K
39.0,Bachelors,13.0,Divorced,Sales,White,Female,0.0,0.0,40.0,<=50K
31.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,White,Female,3908.0,0.0,40.0,<=50K
49.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,40.0,>50K
47.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,65.0,<=50K
46.0,HS-grad,9.0,Widowed,Adm-clerical,White,Female,0.0,0.0,43.0,<=50K
52.0,Bachelors,13.0,Divorced,Farming-fishing,White,Male,0.0,0.0,40.0,<=50K
53.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,80.0,>50K
61.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
28.0,Masters,14.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,45.0,>50K
53.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,45.0,<=50K
48.0,10th,6.0,Married-civ-spouse,Transport-moving,Black,Male,0.0,0.0,40.0,<=50K
33.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,60.0,>50K
50.0,Some-college,10.0,Divorced,Craft-repair,Black,Female,0.0,0.0,45.0,<=50K
47.0,Some-college,10.0,Widowed,Other-service,White,Female,0.0,0.0,35.0,<=50K
45.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,45.0,>50K
25.0,HS-grad,9.0,Never-married,Machine-op-inspct,Black,Male,0.0,0.0,40.0,<=50K
21.0,Assoc-voc,11.0,Never-married,Farming-fishing,White,Male,0.0,0.0,98.0,<=50K
36.0,Some-college,10.0,Never-married,Adm-clerical,White,Female,0.0,0.0,35.0,<=50K
57.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
28.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
21.0,Some-college,10.0,Never-married,Other-service,White,Female,0.0,0.0,20.0,<=50K
27.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,30.0,<=50K
52.0,Masters,14.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
39.0,HS-grad,9.0,Never-married,Other-service,Black,Male,0.0,0.0,40.0,<=50K
64.0,Bachelors,13.0,Divorced,Exec-managerial,White,Male,0.0,0.0,55.0,>50K
17.0,9th,5.0,Never-married,Sales,Black,Male,0.0,0.0,22.0,<=50K
29.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,>50K
17.0,11th,7.0,Never-married,Other-service,Black,Female,0.0,0.0,25.0,<=50K
26.0,Bachelors,13.0,Never-married,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
28.0,9th,5.0,Never-married,Other-service,White,Male,0.0,0.0,52.0,<=50K
50.0,Bachelors,13.0,Separated,Sales,White,Male,0.0,0.0,40.0,>50K
46.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0.0,1902.0,40.0,<=50K
41.0,Assoc-voc,11.0,Divorced,Craft-repair,White,Female,0.0,0.0,40.0,<=50K
29.0,Bachelors,13.0,Never-married,Exec-managerial,Black,Female,0.0,0.0,40.0,<=50K
36.0,Prof-school,15.0,Never-married,Exec-managerial,White,Male,27828.0,0.0,50.0,>50K
29.0,10th,6.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
44.0,HS-grad,9.0,Divorced,Transport-moving,White,Male,0.0,0.0,68.0,<=50K
44.0,Some-college,10.0,Divorced,Exec-managerial,White,Male,0.0,0.0,50.0,<=50K
54.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
28.0,Bachelors,13.0,Never-married,Sales,White,Female,0.0,0.0,45.0,<=50K
58.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
55.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,0.0,0.0,40.0,<=50K
31.0,Some-college,10.0,Married-civ-spouse,Protective-serv,White,Male,0.0,0.0,45.0,<=50K
32.0,Bachelors,13.0,Never-married,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
46.0,HS-grad,9.0,Married-civ-spouse,Sales,Black,Male,0.0,0.0,60.0,>50K
54.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,40.0,>50K
29.0,Some-college,10.0,Never-married,Sales,White,Female,0.0,0.0,40.0,<=50K
32.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Black,Male,0.0,0.0,40.0,<=50K
36.0,12th,8.0,Never-married,Transport-moving,Asian-Pac-Islander,Male,0.0,0.0,45.0,<=50K
26.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
20.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
37.0,HS-grad,9.0,Divorced,Exec-managerial,White,Male,0.0,0.0,55.0,<=50K
53.0,Bachelors,13.0,Never-married,Other-service,White,Male,0.0,0.0,40.0,<=50K
46.0,Assoc-voc,11.0,Divorced,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
30.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Black,Female,0.0,0.0,20.0,<=50K
56.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,60.0,<=50K
32.0,Bachelors,13.0,Divorced,Exec-managerial,Asian-Pac-Islander,Female,0.0,0.0,40.0,<=50K
30.0,Some-college,10.0,Never-married,Sales,White,Male,0.0,0.0,20.0,<=50K
44.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,1887.0,70.0,>50K
52.0,7th-8th,4.0,Divorced,Priv-house-serv,Black,Female,0.0,0.0,16.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,50.0,>50K
20.0,HS-grad,9.0,Never-married,Transport-moving,Black,Male,0.0,0.0,45.0,<=50K
26.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
27.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
38.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
38.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,15024.0,0.0,70.0,>50K
47.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,White,Male,99999.0,0.0,40.0,>50K
18.0,11th,7.0,Never-married,Other-service,White,Male,0.0,0.0,10.0,<=50K
66.0,11th,7.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,26.0,<=50K
19.0,7th-8th,4.0,Never-married,Other-service,White,Female,0.0,0.0,40.0,<=50K
43.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,>50K
39.0,Some-college,10.0,Never-married,Adm-clerical,White,Male,0.0,0.0,40.0,<=50K
29.0,Assoc-voc,11.0,Never-married,Protective-serv,White,Male,0.0,1564.0,56.0,>50K
39.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
37.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,20.0,>50K
46.0,HS-grad,9.0,Married-civ-spouse,Other-service,Black,Male,0.0,0.0,40.0,<=50K
44.0,Some-college,10.0,Married-civ-spouse,Other-service,White,Female,0.0,0.0,40.0,>50K
30.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
56.0,9th,5.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
47.0,Masters,14.0,Divorced,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
21.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,1504.0,40.0,<=50K
42.0,Some-college,10.0,Widowed,Exec-managerial,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,<=50K
38.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,52.0,>50K
60.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
41.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,35.0,<=50K
74.0,Doctorate,16.0,Married-spouse-absent,Prof-specialty,White,Male,0.0,0.0,25.0,>50K
34.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,45.0,<=50K
47.0,Assoc-voc,11.0,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
38.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,7688.0,0.0,55.0,>50K
38.0,Some-college,10.0,Widowed,Transport-moving,Black,Female,0.0,0.0,47.0,<=50K
25.0,Some-college,10.0,Never-married,Tech-support,White,Female,0.0,0.0,40.0,<=50K
37.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,50.0,>50K
29.0,Assoc-voc,11.0,Never-married,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
36.0,Some-college,10.0,Never-married,Exec-managerial,Black,Male,13550.0,0.0,40.0,>50K
18.0,Some-college,10.0,Never-married,Sales,White,Female,0.0,0.0,40.0,<=50K
45.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,32.0,<=50K
43.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Female,4064.0,0.0,15.0,<=50K
47.0,Bachelors,13.0,Divorced,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
18.0,11th,7.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
40.0,Masters,14.0,Divorced,Prof-specialty,White,Female,0.0,0.0,44.0,<=50K
28.0,Some-college,10.0,Never-married,Sales,Other,Male,0.0,0.0,40.0,<=50K
30.0,Bachelors,13.0,Never-married,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
49.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
28.0,Masters,14.0,Married-civ-spouse,Prof-specialty,White,Female,0.0,0.0,20.0,>50K
30.0,Masters,14.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,44.0,>50K
22.0,Assoc-acdm,12.0,Never-married,Handlers-cleaners,Black,Male,0.0,0.0,20.0,<=50K
41.0,10th,6.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,60.0,<=50K
45.0,HS-grad,9.0,Widowed,Adm-clerical,White,Female,0.0,0.0,35.0,<=50K
34.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,60.0,<=50K
48.0,5th-6th,3.0,Never-married,Priv-house-serv,White,Female,0.0,0.0,35.0,<=50K
73.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
70.0,Some-college,10.0,Never-married,Exec-managerial,White,Male,0.0,0.0,5.0,<=50K
44.0,Masters,14.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,20.0,>50K
35.0,HS-grad,9.0,Divorced,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
25.0,11th,7.0,Never-married,Adm-clerical,Black,Female,0.0,0.0,40.0,<=50K
66.0,Masters,14.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
53.0,Masters,14.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,50.0,>50K
57.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0.0,0.0,40.0,<=50K
24.0,Some-college,10.0,Never-married,Machine-op-inspct,White,Female,0.0,0.0,42.0,<=50K
48.0,HS-grad,9.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,40.0,<=50K
34.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,45.0,<=50K
23.0,Bachelors,13.0,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0.0,0.0,20.0,<=50K
38.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,50.0,>50K
29.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Black,Male,0.0,0.0,40.0,<=50K
31.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,55.0,>50K
30.0,Some-college,10.0,Never-married,Adm-clerical,White,Female,0.0,0.0,20.0,<=50K
23.0,Preschool,1.0,Never-married,Other-service,Asian-Pac-Islander,Female,0.0,0.0,40.0,<=50K
45.0,HS-grad,9.0,Divorced,Adm-clerical,Asian-Pac-Islander,Female,0.0,1590.0,40.0,<=50K
43.0,HS-grad,9.0,Never-married,Adm-clerical,White,Female,8614.0,0.0,43.0,>50K
23.0,HS-grad,9.0,Divorced,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
23.0,11th,7.0,Married-civ-spouse,Transport-moving,White,Male,4508.0,0.0,25.0,<=50K
46.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,43.0,<=50K
59.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Black,Male,0.0,0.0,48.0,>50K
33.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,0.0,0.0,48.0,>50K
23.0,Assoc-voc,11.0,Never-married,Tech-support,White,Female,0.0,0.0,40.0,<=50K
20.0,HS-grad,9.0,Never-married,Sales,White,Female,0.0,0.0,35.0,<=50K
20.0,11th,7.0,Never-married,Craft-repair,White,Male,0.0,0.0,60.0,<=50K
72.0,10th,6.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,15.0,<=50K
22.0,HS-grad,9.0,Never-married,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
43.0,Bachelors,13.0,Divorced,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
50.0,HS-grad,9.0,Divorced,Farming-fishing,White,Male,0.0,0.0,40.0,<=50K
34.0,HS-grad,9.0,Divorced,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
64.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,45.0,<=50K
25.0,12th,8.0,Never-married,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
23.0,HS-grad,9.0,Never-married,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
73.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,30.0,<=50K
38.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,70.0,>50K
27.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
28.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,40.0,<=50K
31.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
35.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,>50K
32.0,Some-college,10.0,Divorced,Exec-managerial,White,Female,0.0,0.0,50.0,>50K
48.0,HS-grad,9.0,Divorced,Sales,Asian-Pac-Islander,Female,0.0,0.0,84.0,<=50K
25.0,HS-grad,9.0,Never-married,Adm-clerical,Black,Male,0.0,0.0,35.0,<=50K
43.0,HS-grad,9.0,Never-married,Farming-fishing,White,Male,0.0,0.0,60.0,<=50K
